"CAMPAIGN_PERFORMANCE_REPORT (Apr 23, 2022-May 22, 2022)"
Campaign ID,Campaign,Campaign state,Impressions,Clicks,Cost,Conversions,Day,Device,Network,Top vs. Other,Currency,Cost / conv.,CTR,Avg. CPC,Conv. rate,Total conv. value,Avg. Cost,Avg. CPM,Network (with search partners)
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,91,4,15200000,2.00,2022-04-30,Mobile devices with full browsers,Search Network,Google search: Top,USD,7600000,4.40%,3800000,50.00%,0.00,3800000,167032967,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,23,2,4390000,0.00,2022-04-27,Computers,Search Network,Google search: Other,USD,0,8.70%,2195000,0.00%,0.00,2195000,190869565,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,39,4,13210000,4.00,2022-05-10,Mobile devices with full browsers,Search Network,Google search: Top,USD,3302500,10.26%,3302500,100.00%,0.00,3302500,338717949,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,116,4,17020000,3.00,2022-04-29,Mobile devices with full browsers,Search Network,Google search: Top,USD,5673333,3.45%,4255000,75.00%,0.00,4255000,146724138,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,24,1,3070000,1.00,2022-05-15,Mobile devices with full browsers,Search Network,Google search: Top,USD,3070000,4.17%,3070000,100.00%,0.00,3070000,127916667,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,3,0,0,0.00,2022-05-13,Computers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,2,0,0,0.00,2022-05-21,Tablets with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,6,0,0,0.00,2022-05-01,Computers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,14,0,0,0.00,2022-05-13,Computers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,1,0,0,0.00,2022-04-23,Tablets with full browsers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,3,0,0,0.00,2022-05-04,Tablets with full browsers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,31,2,7620000,1.00,2022-05-13,Mobile devices with full browsers,Search Network,Google search: Top,USD,7620000,6.45%,3810000,50.00%,0.00,3810000,245806452,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,5,0,0,0.00,2022-05-12,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,9,0,0,0.00,2022-05-20,Computers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,18,0,0,0.00,2022-05-04,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,8,1,3400000,1.00,2022-05-15,Computers,Search Network,Google search: Other,USD,3400000,12.50%,3400000,100.00%,0.00,3400000,425000000,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,2,0,0,0.00,2022-05-10,Tablets with full browsers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,13,0,0,0.00,2022-05-02,Computers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,1,0,0,0.00,2022-05-09,Tablets with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,3,1,3790000,2.00,2022-05-06,Computers,Search Network,Google search: Other,USD,1895000,33.33%,3790000,200.00%,0.00,3790000,1263333333,Google search
16906402036,Brook Insurance RI and Southern Mass Search-April 2022,enabled,25,1,3730000,1.00,2022-05-17,Mobile devices with full browsers,Search Network,Google search: Top,USD,3730000,4.00%,3730000,100.00%,0.00,3730000,149200000,Google search
